,Unnamed: 0,Datetime,Tweet Id,Text,Username,Hashtags,RetweetCount,LikeCount,ReplyCount,QuoteCount,InReplyToUser,OutLinks,TCooutLinks,Media,date
644,644,2021-03-10 06:57:33+00:00,1369542927169581057,"Landgoed Amelisweerd mag kapot voor 1 minuut tijdswinst in de spits en 1 miljard euro belastinggeld. Bewoners, gemeente en provincie Utrecht zijn tegen. @CvNieuwenhuizen wil haar plan toch doorduwen. #stopdeverbreding van de A27! https://t.co/qTbHR7KepZ",MarloesZewuster,['stopdeverbreding'],49.0,82.0,5,4,,['https://m.youtube.com/watch?v=br3zGzrmznM&feature=youtu.be'],['https://t.co/qTbHR7KepZ'],,2021-03-10
22631,22628,2021-03-10 06:31:58+00:00,1369536488543817728,"Al bijna 43.000 handtekeningen! 

Ook al getekend? https://t.co/PO1VsFTQfR 

#amelisweerd #petitie #A27 #natuur https://t.co/DixhPQBRJp",MTSNgranny,"['amelisweerd', 'petitie', 'A27', 'natuur']",0.0,1.0,0,0,,['https://geenverbredinga27.petities.nl/?fbclid=IwAR0G347HKbCOT1Pg9hVAkASsQhM6X-XdtrVHjy4dihb299ICVvzy0q2tZaM'],['https://t.co/PO1VsFTQfR'],"[Photo(previewUrl='https://pbs.twimg.com/media/EwGRyAaWgAAcJ6J?format=png&name=small', fullUrl='https://pbs.twimg.com/media/EwGRyAaWgAAcJ6J?format=png&name=large')]",2021-03-10
2876,2876,2021-03-10 06:31:58+00:00,1369536488543817728,"Al bijna 43.000 handtekeningen! 

Ook al getekend? https://t.co/PO1VsFTQfR 

#amelisweerd #petitie #A27 #natuur https://t.co/DixhPQBRJp",MTSNgranny,"['amelisweerd', 'petitie', 'A27', 'natuur']",0.0,1.0,0,0,,['https://geenverbredinga27.petities.nl/?fbclid=IwAR0G347HKbCOT1Pg9hVAkASsQhM6X-XdtrVHjy4dihb299ICVvzy0q2tZaM'],['https://t.co/PO1VsFTQfR'],"[Photo(previewUrl='https://pbs.twimg.com/media/EwGRyAaWgAAcJ6J?format=png&name=small', fullUrl='https://pbs.twimg.com/media/EwGRyAaWgAAcJ6J?format=png&name=large')]",2021-03-10
2878,2878,2021-03-09 22:55:07+00:00,1369421520196562951,"Willen jullie deze petitie tekenen alsjeblieft? Doe het voor Utrecht.
#stopdeverbreding #amelisweerd
#utrecht #a27 #op1 #op1npo https://t.co/ob7duMxrPM",FleurDeRoover,"['stopdeverbreding', 'amelisweerd', 'utrecht', 'a27', 'op1', 'op1npo']",2.0,2.0,0,0,https://twitter.com/FleurDeRoover,['https://petities.nl/petitions/snelweg-a27-niet-verbreden?locale=nl'],['https://t.co/ob7duMxrPM'],,2021-03-09
22634,22631,2021-03-09 22:55:07+00:00,1369421520196562951,"Willen jullie deze petitie tekenen alsjeblieft? Doe het voor Utrecht.
#stopdeverbreding #amelisweerd
#utrecht #a27 #op1 #op1npo https://t.co/ob7duMxrPM",FleurDeRoover,"['stopdeverbreding', 'amelisweerd', 'utrecht', 'a27', 'op1', 'op1npo']",2.0,2.0,0,0,https://twitter.com/FleurDeRoover,['https://petities.nl/petitions/snelweg-a27-niet-verbreden?locale=nl'],['https://t.co/ob7duMxrPM'],,2021-03-09
652,652,2021-03-09 22:55:07+00:00,1369421520196562951,"Willen jullie deze petitie tekenen alsjeblieft? Doe het voor Utrecht.
#stopdeverbreding #amelisweerd
#utrecht #a27 #op1 #op1npo https://t.co/ob7duMxrPM",FleurDeRoover,"['stopdeverbreding', 'amelisweerd', 'utrecht', 'a27', 'op1', 'op1npo']",2.0,2.0,0,0,https://twitter.com/FleurDeRoover,['https://petities.nl/petitions/snelweg-a27-niet-verbreden?locale=nl'],['https://t.co/ob7duMxrPM'],,2021-03-09
2881,2881,2021-03-09 22:47:02+00:00,1369419486718287878,"@SjefBode Zwak optreden bij @Nieuwsuur, over #biomassa. En bij @SpijkersBNNVARA, wel ageren tegen de A27 verbreding bij #amelisweerd, en terecht, maar de #westelijkerondWEG in #amersfoort gewoon laten doorgaan, 4000 bomen, want  @groenlinks zit in het college dus ssst!",RikVroege,"['biomassa', 'amelisweerd', 'westelijkerondWEG', 'amersfoort']",2.0,5.0,1,0,https://twitter.com/SjefBode,,,,2021-03-09
655,655,2021-03-09 22:34:07+00:00,1369416234853408769,"STOP DE VERBREDING van de A27 door natuurgebied Amelisweerd bij Utrecht!! 

Een groot deel van het bos is al verdwenen door de huidige snelweg en dat was al een schande. Maak het niet nog erger alsjeblieft. #stopdeverbreding #amelisweerd #utrecht #op1 #op1npo https://t.co/YSfQMTLmSV",FleurDeRoover,"['stopdeverbreding', 'amelisweerd', 'utrecht', 'op1', 'op1npo']",0.0,10.0,1,0,,,,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1369413982218555395/pu/img/1FHODcX-O_Grs2c0.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1369413982218555395/pu/vid/320x320/nufhtnTmJARhQte9.mp4?tag=12', bitrate=432000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1369413982218555395/pu/pl/d0Ed5QFKFQtQ73AG.m3u8?tag=12', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1369413982218555395/pu/vid/480x480/k7IbxBPc7CNAD0FN.mp4?tag=12', bitrate=832000)], duration=131.96, views=527)]",2021-03-09
2882,2882,2021-03-09 22:34:07+00:00,1369416234853408769,"STOP DE VERBREDING van de A27 door natuurgebied Amelisweerd bij Utrecht!! 

Een groot deel van het bos is al verdwenen door de huidige snelweg en dat was al een schande. Maak het niet nog erger alsjeblieft. #stopdeverbreding #amelisweerd #utrecht #op1 #op1npo https://t.co/YSfQMTLmSV",FleurDeRoover,"['stopdeverbreding', 'amelisweerd', 'utrecht', 'op1', 'op1npo']",0.0,10.0,1,0,,,,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1369413982218555395/pu/img/1FHODcX-O_Grs2c0.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1369413982218555395/pu/vid/320x320/nufhtnTmJARhQte9.mp4?tag=12', bitrate=432000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1369413982218555395/pu/pl/d0Ed5QFKFQtQ73AG.m3u8?tag=12', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1369413982218555395/pu/vid/480x480/k7IbxBPc7CNAD0FN.mp4?tag=12', bitrate=832000)], duration=131.96, views=527)]",2021-03-09
659,659,2021-03-09 21:54:57+00:00,1369406375999180807,"Stop de verbreding van de a27 bij amelisweerd!

#StopDeVerbreding
https://t.co/OI3I1ESTM2",TiemenTiemen,['StopDeVerbreding'],0.0,1.0,0,0,,['https://youtu.be/br3zGzrmznM'],['https://t.co/OI3I1ESTM2'],,2021-03-09
22637,22634,2021-03-09 21:34:12+00:00,1369401158108905476,Mooi filmpje tegen verbreding #A27 #amelisweerd https://t.co/OMnhnCGmRn,AlexKaat,"['A27', 'amelisweerd']",3.0,2.0,0,0,,,,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1369401077859295243/pu/img/uXObixomcN0dNFmY.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1369401077859295243/pu/vid/320x320/LF6p9ZK6xYagpCdJ.mp4?tag=12', bitrate=432000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1369401077859295243/pu/vid/480x480/17za5mLDA9xHKd8S.mp4?tag=12', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1369401077859295243/pu/pl/BBYszUBQ07j-85Mh.m3u8?tag=12', bitrate=None)], duration=44.96, views=122)]",2021-03-09
2885,2885,2021-03-09 21:34:12+00:00,1369401158108905476,Mooi filmpje tegen verbreding #A27 #amelisweerd https://t.co/OMnhnCGmRn,AlexKaat,"['A27', 'amelisweerd']",3.0,2.0,0,0,,,,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1369401077859295243/pu/img/uXObixomcN0dNFmY.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1369401077859295243/pu/vid/320x320/LF6p9ZK6xYagpCdJ.mp4?tag=12', bitrate=432000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1369401077859295243/pu/vid/480x480/17za5mLDA9xHKd8S.mp4?tag=12', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1369401077859295243/pu/pl/BBYszUBQ07j-85Mh.m3u8?tag=12', bitrate=None)], duration=44.96, views=122)]",2021-03-09
22638,22635,2021-03-09 21:31:40+00:00,1369400519576481793,Verbreding #A27 is echt een heel dom idee. Hier hoort u dat ook eens van anderen. De VVD houdt vast aan deze boze droom. Stem volgende week dus anders! #amelisweerd #minderasfalt #meertoekomst https://t.co/X2ykq2y8Pd,HeleBoer,"['A27', 'amelisweerd', 'minderasfalt', 'meertoekomst']",13.0,25.0,1,0,,['https://youtu.be/br3zGzrmznM'],['https://t.co/X2ykq2y8Pd'],,2021-03-09
2887,2887,2021-03-09 21:31:40+00:00,1369400519576481793,Verbreding #A27 is echt een heel dom idee. Hier hoort u dat ook eens van anderen. De VVD houdt vast aan deze boze droom. Stem volgende week dus anders! #amelisweerd #minderasfalt #meertoekomst https://t.co/X2ykq2y8Pd,HeleBoer,"['A27', 'amelisweerd', 'minderasfalt', 'meertoekomst']",13.0,25.0,1,0,,['https://youtu.be/br3zGzrmznM'],['https://t.co/X2ykq2y8Pd'],,2021-03-09
22639,22636,2021-03-09 21:31:26+00:00,1369400460197715972,"Wat een indrukwekkende video hebben deze Bekende Utrechters samen gemaakt als protest tegen de verbreding ... 'HET BEEST, HET ASFALTMONSTER'. Neem even de tijd en laat het op je inwerken. En teken daarna de petitie #stopdeverbreding #A27 #Amelisweerd  https://t.co/2QE5JCYZbW",ringutrecht,"['stopdeverbreding', 'A27', 'Amelisweerd']",64.0,93.0,1,8,,['https://denuk.nl/bekende-utrechters-strijden-in-video-tegen-verbreding-van-de-a27/'],['https://t.co/2QE5JCYZbW'],,2021-03-09
2888,2888,2021-03-09 21:31:26+00:00,1369400460197715972,"Wat een indrukwekkende video hebben deze Bekende Utrechters samen gemaakt als protest tegen de verbreding ... 'HET BEEST, HET ASFALTMONSTER'. Neem even de tijd en laat het op je inwerken. En teken daarna de petitie #stopdeverbreding #A27 #Amelisweerd  https://t.co/2QE5JCYZbW",ringutrecht,"['stopdeverbreding', 'A27', 'Amelisweerd']",64.0,93.0,1,8,,['https://denuk.nl/bekende-utrechters-strijden-in-video-tegen-verbreding-van-de-a27/'],['https://t.co/2QE5JCYZbW'],,2021-03-09
662,662,2021-03-09 21:31:26+00:00,1369400460197715972,"Wat een indrukwekkende video hebben deze Bekende Utrechters samen gemaakt als protest tegen de verbreding ... 'HET BEEST, HET ASFALTMONSTER'. Neem even de tijd en laat het op je inwerken. En teken daarna de petitie #stopdeverbreding #A27 #Amelisweerd  https://t.co/2QE5JCYZbW",ringutrecht,"['stopdeverbreding', 'A27', 'Amelisweerd']",64.0,93.0,1,8,,['https://denuk.nl/bekende-utrechters-strijden-in-video-tegen-verbreding-van-de-a27/'],['https://t.co/2QE5JCYZbW'],,2021-03-09
2889,2889,2021-03-09 21:30:48+00:00,1369400302441467905,Stop de verbreding van de A27  ten koste van het natuurgebied #Amelisweerd https://t.co/pfOgmQjY2B,Miekiediedoo,['Amelisweerd'],1.0,3.0,0,1,,['https://youtu.be/br3zGzrmznM'],['https://t.co/pfOgmQjY2B'],,2021-03-09
663,663,2021-03-09 21:08:56+00:00,1369394798243831809,#stopdeverbreding #amelisweerd #A27,Tinus12,"['stopdeverbreding', 'amelisweerd', 'A27']",0.0,1.0,0,0,,,,,2021-03-09
2890,2890,2021-03-09 21:08:56+00:00,1369394798243831809,#stopdeverbreding #amelisweerd #A27,Tinus12,"['stopdeverbreding', 'amelisweerd', 'A27']",0.0,1.0,0,0,,,,,2021-03-09
22641,22638,2021-03-09 21:08:56+00:00,1369394798243831809,#stopdeverbreding #amelisweerd #A27,Tinus12,"['stopdeverbreding', 'amelisweerd', 'A27']",0.0,1.0,0,0,,,,,2021-03-09
22645,22642,2021-03-09 20:19:34+00:00,1369382374857916424,"@kbhagen @S_Schilderman @ringutrecht Ik krijg geen goed gevoel bij de uitzending https://t.co/ffyLW1thax. Kiki zegt: het besluit tot verbreding #A27 #Amelisweerd is genomen, 't is moeilijk om er iets aan te doen? En dat we maar in moeten zetten op OV. Pardon?! https://t.co/Ut3IckdTui",Angela_AMG_,"['A27', 'Amelisweerd']",1.0,1.0,1,1,,"['https://www.rtvutrecht.nl/nieuws/2146880/ukiest-live-stel-je-vragen-aan-kiki-hagen-van-d66.html', 'https://twitter.com/D66Utrecht/status/1369243979074703360']","['https://t.co/ffyLW1thax', 'https://t.co/Ut3IckdTui']",,2021-03-09
2894,2894,2021-03-09 20:19:34+00:00,1369382374857916424,"@kbhagen @S_Schilderman @ringutrecht Ik krijg geen goed gevoel bij de uitzending https://t.co/ffyLW1thax. Kiki zegt: het besluit tot verbreding #A27 #Amelisweerd is genomen, 't is moeilijk om er iets aan te doen? En dat we maar in moeten zetten op OV. Pardon?! https://t.co/Ut3IckdTui",Angela_AMG_,"['A27', 'Amelisweerd']",1.0,1.0,1,1,,"['https://www.rtvutrecht.nl/nieuws/2146880/ukiest-live-stel-je-vragen-aan-kiki-hagen-van-d66.html', 'https://twitter.com/D66Utrecht/status/1369243979074703360']","['https://t.co/ffyLW1thax', 'https://t.co/Ut3IckdTui']",,2021-03-09
12113,12110,2021-03-09 19:51:22+00:00,1369375278078849026,"De Kromme Rijn bij #Amelisweerd prachtig stuk natuur net buiten #Utrecht mag niet verder verdwijnen toch? Laat net als ondertussen meer dan 40.000 mensen je stem horen, teken nu de petitie tegen de verbreding van de snelweg #A27 #kappenmetkappen 
https://t.co/vuHMb1jdKc https://t.co/yQXJiUYoqD",HenkvanTil,"['Amelisweerd', 'Utrecht', 'A27', 'kappenmetkappen']",2.0,2.0,0,0,,['https://petities.nl/petitions/snelweg-a27-niet-verbreden?locale=nl'],['https://t.co/vuHMb1jdKc'],"[Photo(previewUrl='https://pbs.twimg.com/media/EwD_jUnXAAwAvEJ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EwD_jUnXAAwAvEJ?format=jpg&name=large')]",2021-03-09
22648,22645,2021-03-09 19:51:22+00:00,1369375278078849026,"De Kromme Rijn bij #Amelisweerd prachtig stuk natuur net buiten #Utrecht mag niet verder verdwijnen toch? Laat net als ondertussen meer dan 40.000 mensen je stem horen, teken nu de petitie tegen de verbreding van de snelweg #A27 #kappenmetkappen 
https://t.co/vuHMb1jdKc https://t.co/yQXJiUYoqD",HenkvanTil,"['Amelisweerd', 'Utrecht', 'A27', 'kappenmetkappen']",2.0,2.0,0,0,,['https://petities.nl/petitions/snelweg-a27-niet-verbreden?locale=nl'],['https://t.co/vuHMb1jdKc'],"[Photo(previewUrl='https://pbs.twimg.com/media/EwD_jUnXAAwAvEJ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EwD_jUnXAAwAvEJ?format=jpg&name=large')]",2021-03-09
2895,2895,2021-03-09 19:51:22+00:00,1369375278078849026,"De Kromme Rijn bij #Amelisweerd prachtig stuk natuur net buiten #Utrecht mag niet verder verdwijnen toch? Laat net als ondertussen meer dan 40.000 mensen je stem horen, teken nu de petitie tegen de verbreding van de snelweg #A27 #kappenmetkappen 
https://t.co/vuHMb1jdKc https://t.co/yQXJiUYoqD",HenkvanTil,"['Amelisweerd', 'Utrecht', 'A27', 'kappenmetkappen']",2.0,2.0,0,0,,['https://petities.nl/petitions/snelweg-a27-niet-verbreden?locale=nl'],['https://t.co/vuHMb1jdKc'],"[Photo(previewUrl='https://pbs.twimg.com/media/EwD_jUnXAAwAvEJ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EwD_jUnXAAwAvEJ?format=jpg&name=large')]",2021-03-09
22649,22646,2021-03-09 19:50:05+00:00,1369374952495910913,"#Utrecht #A27 #amelisweerd
Ook even tekenen als je dat nog niet hebt gedaan!

https://t.co/d7MPq4ZHal

https://t.co/ANfPQmhFGX",Ambientblog,"['Utrecht', 'A27', 'amelisweerd']",0.0,2.0,0,1,,"['https://petities.nl/petitions/snelweg-a27-niet-verbreden?locale=nl', 'https://youtu.be/br3zGzrmznM']","['https://t.co/d7MPq4ZHal', 'https://t.co/ANfPQmhFGX']",,2021-03-09
2896,2896,2021-03-09 19:50:05+00:00,1369374952495910913,"#Utrecht #A27 #amelisweerd
Ook even tekenen als je dat nog niet hebt gedaan!

https://t.co/d7MPq4ZHal

https://t.co/ANfPQmhFGX",Ambientblog,"['Utrecht', 'A27', 'amelisweerd']",0.0,2.0,0,1,,"['https://petities.nl/petitions/snelweg-a27-niet-verbreden?locale=nl', 'https://youtu.be/br3zGzrmznM']","['https://t.co/d7MPq4ZHal', 'https://t.co/ANfPQmhFGX']",,2021-03-09
2897,2897,2021-03-09 19:21:08+00:00,1369367670802513920,PETITIE tegen verbreding van de #A27. Verbreden is onnodig en vernietigt waardevolle natuur 🌳💚 Tekenen kost slechts een paar seconden. Goed moment om deze creatie van @Wialre @DWARS te hergebruiken #Amelisweerd https://t.co/zWOQISIiWs https://t.co/qfDNAnjFeN https://t.co/pWf9x17Y04,ScallyTara,"['A27', 'Amelisweerd']",3.0,17.0,1,0,,"['https://petities.nl/petitions/snelweg-a27-niet-verbreden?locale=nl', 'https://twitter.com/ScallyTara/status/1360958728728694789']","['https://t.co/zWOQISIiWs', 'https://t.co/qfDNAnjFeN']","[Photo(previewUrl='https://pbs.twimg.com/media/EwD4owyXAAE2w3W?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EwD4owyXAAE2w3W?format=jpg&name=large')]",2021-03-09
22650,22647,2021-03-09 19:21:08+00:00,1369367670802513920,PETITIE tegen verbreding van de #A27. Verbreden is onnodig en vernietigt waardevolle natuur 🌳💚 Tekenen kost slechts een paar seconden. Goed moment om deze creatie van @Wialre @DWARS te hergebruiken #Amelisweerd https://t.co/zWOQISIiWs https://t.co/qfDNAnjFeN https://t.co/pWf9x17Y04,ScallyTara,"['A27', 'Amelisweerd']",3.0,17.0,1,0,,"['https://petities.nl/petitions/snelweg-a27-niet-verbreden?locale=nl', 'https://twitter.com/ScallyTara/status/1360958728728694789']","['https://t.co/zWOQISIiWs', 'https://t.co/qfDNAnjFeN']","[Photo(previewUrl='https://pbs.twimg.com/media/EwD4owyXAAE2w3W?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EwD4owyXAAE2w3W?format=jpg&name=large')]",2021-03-09
2899,2899,2021-03-09 17:51:08+00:00,1369345019149221896,"Stop de idiote A27-verbredingsplannen! Check deze krachtige spoken word, gezegd door aardige bekende Utrechtvrienden en teken de petitie. Dankjewel namens de omwonenden en de bomen in Amelisweerd 🌳💚
#amelisweerd #A27
https://t.co/wocHTrpBeH",EvelineSissing,"['amelisweerd', 'A27']",1.0,3.0,0,0,,['https://youtu.be/br3zGzrmznM'],['https://t.co/wocHTrpBeH'],,2021-03-09
2899,2899,2021-03-09 17:51:08+00:00,1369345019149221896,"Stop de idiote A27-verbredingsplannen! Check deze krachtige spoken word, gezegd door aardige bekende Utrechtvrienden en teken de petitie. Dankjewel namens de omwonenden en de bomen in Amelisweerd 🌳💚
#amelisweerd #A27
https://t.co/wocHTrpBeH",EvelineSissing,"['amelisweerd', 'A27']",1.0,3.0,0,0,,['https://youtu.be/br3zGzrmznM'],['https://t.co/wocHTrpBeH'],,2021-03-09
22654,22651,2021-03-09 17:51:08+00:00,1369345019149221896,"Stop de idiote A27-verbredingsplannen! Check deze krachtige spoken word, gezegd door aardige bekende Utrechtvrienden en teken de petitie. Dankjewel namens de omwonenden en de bomen in Amelisweerd 🌳💚
#amelisweerd #A27
https://t.co/wocHTrpBeH",EvelineSissing,"['amelisweerd', 'A27']",1.0,3.0,0,0,,['https://youtu.be/br3zGzrmznM'],['https://t.co/wocHTrpBeH'],,2021-03-09
22654,22651,2021-03-09 17:51:08+00:00,1369345019149221896,"Stop de idiote A27-verbredingsplannen! Check deze krachtige spoken word, gezegd door aardige bekende Utrechtvrienden en teken de petitie. Dankjewel namens de omwonenden en de bomen in Amelisweerd 🌳💚
#amelisweerd #A27
https://t.co/wocHTrpBeH",EvelineSissing,"['amelisweerd', 'A27']",1.0,3.0,0,0,,['https://youtu.be/br3zGzrmznM'],['https://t.co/wocHTrpBeH'],,2021-03-09
2900,2900,2021-03-09 17:25:30+00:00,1369338566577430535,"Stop de verbreding!
Teken aub de petitie:

https://t.co/xv2vKjo4MV

https://t.co/5k7viUsiiv

#Amelisweerd #stopdeverbreding #A27 https://t.co/mYPXKgOnyc",YoganeshUtrecht,"['Amelisweerd', 'stopdeverbreding', 'A27']",0.0,0.0,0,0,,"['https://www.stopverbredingringutrecht.nl/petitie/', 'https://youtu.be/br3zGzrmznM']","['https://t.co/xv2vKjo4MV', 'https://t.co/5k7viUsiiv']","[Photo(previewUrl='https://pbs.twimg.com/media/EwDeKr9WgAg8b0v?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EwDeKr9WgAg8b0v?format=jpg&name=large')]",2021-03-09
22655,22652,2021-03-09 17:25:30+00:00,1369338566577430535,"Stop de verbreding!
Teken aub de petitie:

https://t.co/xv2vKjo4MV

https://t.co/5k7viUsiiv

#Amelisweerd #stopdeverbreding #A27 https://t.co/mYPXKgOnyc",YoganeshUtrecht,"['Amelisweerd', 'stopdeverbreding', 'A27']",0.0,0.0,0,0,,"['https://www.stopverbredingringutrecht.nl/petitie/', 'https://youtu.be/br3zGzrmznM']","['https://t.co/xv2vKjo4MV', 'https://t.co/5k7viUsiiv']","[Photo(previewUrl='https://pbs.twimg.com/media/EwDeKr9WgAg8b0v?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EwDeKr9WgAg8b0v?format=jpg&name=large')]",2021-03-09
671,671,2021-03-09 17:25:30+00:00,1369338566577430535,"Stop de verbreding!
Teken aub de petitie:

https://t.co/xv2vKjo4MV

https://t.co/5k7viUsiiv

#Amelisweerd #stopdeverbreding #A27 https://t.co/mYPXKgOnyc",YoganeshUtrecht,"['Amelisweerd', 'stopdeverbreding', 'A27']",0.0,0.0,0,0,,"['https://www.stopverbredingringutrecht.nl/petitie/', 'https://youtu.be/br3zGzrmznM']","['https://t.co/xv2vKjo4MV', 'https://t.co/5k7viUsiiv']","[Photo(previewUrl='https://pbs.twimg.com/media/EwDeKr9WgAg8b0v?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EwDeKr9WgAg8b0v?format=jpg&name=large')]",2021-03-09
22657,22654,2021-03-09 16:56:11+00:00,1369331191875330049,"Yes, slechts vier uur later: 40.000 handtekeningen! Bewoners Utrecht willen de A27-verbreding echt niet. Teken ook! #Amelisweerd #A27 #Utrecht #geenverbredingA27 https://t.co/mca5CseWnO",PoelmanJos,"['Amelisweerd', 'A27', 'Utrecht', 'geenverbredingA27']",2.0,1.0,0,1,,['https://twitter.com/PoelmanJos/status/1369256205701496836'],['https://t.co/mca5CseWnO'],,2021-03-09
2901,2901,2021-03-09 16:56:11+00:00,1369331191875330049,"Yes, slechts vier uur later: 40.000 handtekeningen! Bewoners Utrecht willen de A27-verbreding echt niet. Teken ook! #Amelisweerd #A27 #Utrecht #geenverbredingA27 https://t.co/mca5CseWnO",PoelmanJos,"['Amelisweerd', 'A27', 'Utrecht', 'geenverbredingA27']",2.0,1.0,0,1,,['https://twitter.com/PoelmanJos/status/1369256205701496836'],['https://t.co/mca5CseWnO'],,2021-03-09
2901,2901,2021-03-09 16:56:11+00:00,1369331191875330049,"Yes, slechts vier uur later: 40.000 handtekeningen! Bewoners Utrecht willen de A27-verbreding echt niet. Teken ook! #Amelisweerd #A27 #Utrecht #geenverbredingA27 https://t.co/mca5CseWnO",PoelmanJos,"['Amelisweerd', 'A27', 'Utrecht', 'geenverbredingA27']",2.0,1.0,0,1,,['https://twitter.com/PoelmanJos/status/1369256205701496836'],['https://t.co/mca5CseWnO'],,2021-03-09
22657,22654,2021-03-09 16:56:11+00:00,1369331191875330049,"Yes, slechts vier uur later: 40.000 handtekeningen! Bewoners Utrecht willen de A27-verbreding echt niet. Teken ook! #Amelisweerd #A27 #Utrecht #geenverbredingA27 https://t.co/mca5CseWnO",PoelmanJos,"['Amelisweerd', 'A27', 'Utrecht', 'geenverbredingA27']",2.0,1.0,0,1,,['https://twitter.com/PoelmanJos/status/1369256205701496836'],['https://t.co/mca5CseWnO'],,2021-03-09
22659,22656,2021-03-09 16:37:19+00:00,1369326443856076801,Wauw!! En nu 24 uur later is de petitie al zo’n 40.000 keer getekend. Bewoners Utrecht willen de A27-verbreding echt niet. Teken ook! #Amelisweerd #A27 #Utrecht #geenverbredingA27  https://t.co/iwEovb4ijK,PoelmanJos,"['Amelisweerd', 'A27', 'Utrecht', 'geenverbredingA27']",0.0,3.0,2,1,,['https://www.rtvutrecht.nl/nieuws/2146850/'],['https://t.co/iwEovb4ijK'],,2021-03-09
2902,2902,2021-03-09 16:37:19+00:00,1369326443856076801,Wauw!! En nu 24 uur later is de petitie al zo’n 40.000 keer getekend. Bewoners Utrecht willen de A27-verbreding echt niet. Teken ook! #Amelisweerd #A27 #Utrecht #geenverbredingA27  https://t.co/iwEovb4ijK,PoelmanJos,"['Amelisweerd', 'A27', 'Utrecht', 'geenverbredingA27']",0.0,3.0,2,1,,['https://www.rtvutrecht.nl/nieuws/2146850/'],['https://t.co/iwEovb4ijK'],,2021-03-09
2902,2902,2021-03-09 16:37:19+00:00,1369326443856076801,Wauw!! En nu 24 uur later is de petitie al zo’n 40.000 keer getekend. Bewoners Utrecht willen de A27-verbreding echt niet. Teken ook! #Amelisweerd #A27 #Utrecht #geenverbredingA27  https://t.co/iwEovb4ijK,PoelmanJos,"['Amelisweerd', 'A27', 'Utrecht', 'geenverbredingA27']",0.0,3.0,2,1,,['https://www.rtvutrecht.nl/nieuws/2146850/'],['https://t.co/iwEovb4ijK'],,2021-03-09
22659,22656,2021-03-09 16:37:19+00:00,1369326443856076801,Wauw!! En nu 24 uur later is de petitie al zo’n 40.000 keer getekend. Bewoners Utrecht willen de A27-verbreding echt niet. Teken ook! #Amelisweerd #A27 #Utrecht #geenverbredingA27  https://t.co/iwEovb4ijK,PoelmanJos,"['Amelisweerd', 'A27', 'Utrecht', 'geenverbredingA27']",0.0,3.0,2,1,,['https://www.rtvutrecht.nl/nieuws/2146850/'],['https://t.co/iwEovb4ijK'],,2021-03-09
22666,22663,2021-03-09 15:06:27+00:00,1369303574090547209,... and counting... @CvNieuwenhuizen ? @VVD ? #A27 #Amelisweerd https://t.co/A71G6T9z1e https://t.co/e4bZw2v8Jf,Meisketje,"['A27', 'Amelisweerd']",0.0,1.0,0,0,,['https://twitter.com/rebelzzzz1/status/1368930112075403269'],['https://t.co/A71G6T9z1e'],"[Photo(previewUrl='https://pbs.twimg.com/media/EwC-IyaXMAM3dTR?format=png&name=small', fullUrl='https://pbs.twimg.com/media/EwC-IyaXMAM3dTR?format=png&name=large')]",2021-03-09
